,Вопрос абонента,Тематика
4868,детализацию мне каждую копейку за декабрь пожалуйста пришлите,24
4869,Здравствуйте! Возможно ли почистить детализацию звонков ?,19
4870,Можно ли удалить определённый номер из детализации звонков,19
4871,"Здравствуйте! Подскажите, пожалуйста, возможно ли удалить полностью или частично историю звонков и сообщений ?",19
4872,Нужно удалить историю звонков,19
4873,"Здравствуйте,как удалить все звонки",19
4874,Можно удалить историю вызовов?,19
4875,Можно ли удалить историю денежных пополнений и списаний ?,19
4876,можно удалить историю покупок?,19
4877,как удалить историю за расходы,19
4878,Можно удалить историю расходов и платежей,19
4879,Как удалить историю всех списаний,19
4880,как удалить историю списания,19
4881,Как удалить историю платижей,19
4882,Можно ли по моему запросу удалить историю звонков,19
4883,здравствуйте. как удалить историю звонков ?,19
4884,как удалить историю переводов?,19
4885,удалить историю платежей,19
4886,можно ли удалить историю вызовов и смс ?,19
4887,А как удалить историю списаний,19
4888,как удалить историю списания,19
4889,добрый день я хочу удалить историю платежей как мне это зделать?,19
4890,Можно удалить историю списания ?,19
4891,Можно удалить историю списания ?,19
4892,как удалить историю пополнения ?,19
4893,Можно удалить историю покупок?,19
4894,как удалить историю списания ?,19
4895,Как удалить историю из приложения,19
4896,Как можно удалить историю отчетов детализации,19
4897,Как удалить историю саисаний,19
4898,КАК УДАЛИТЬ ИСТОРИЮ ПЛАТЕЖЕЙ,19
4899,Как удалить историю списания ?,19
4900,Удалить историю списания,19
4901,можно ли удалить историю переводов и платежей,19
4902,можно ли удалить историю звонков из личного кабинета ?,19
4903,как удалить историю звонков ?,19
4904,как удалить историю расходов,19
4905,Как очистить историю платижей и переводов?,19
4906,как удалить историю расходов и пополнений ?,19
4907,Очистить историю списаний,19
4908,"Можно очистить историю пополнений, переводов и платежей ?",19
4909,"добрый день,можно ли удалить историю пополнения ?",19
4910,Как мне в приложении удалить историю платежей и переводов,19
4911,как удалить историю расходов в приложении мегафон,19
4912,"Здравствуйте, у меня вопрс, как очистить историю платижей и переводов",19
4913,"здравствуй, можно ли заехав в мегафон, почистить детализацию звонков и смс ?",19
4914,"Здравствуйте, можно ли полностью очистить детализацию вызовов за прошедший год для сохранения личной тайны?",19
4915,можно очистить детализацию звонков ?,19
4916,"Здравствуйте, подскажите как очистить истории звонков и смс в личном кабинете ?",19
4917,Я хочу очистить детализацию звонков,19
4918,Очистить историю списаний,19
4919,добрый день! можно очистить счета?,19
4920,Можно ли очистить все истории. В том числе смс звонки до сегодняшнего дня .,19
4921,"Здравствуйте. Пришло сообщение о том что необходимо ввести персональные данные закон о связи. Но в личном кабинете пишет что операция недоступна для вашего номера, что мне делать?",111
4922,как очистить  расходы за месяц,19
4923,Как очистить  историю платижей,19
4924,Как очистить  историю платижей и списаний денег с номера телефона,19
4925,Можно очистить  мою историю покупок и мобильных платежей,19
4926,Как очистить  историю пополнений и расходов ?,19
4927,Можно очистить  детализацию,19
4928,Очистить платежи,19
4929,"я хотела бы узнать , можно ли очистить историю расходов , пополнения и детализация",19
4930,Очистить всю историю платежей возможно?,19
4931,"Добрый день! Как очистить  историю пополнения, расходов и детализацию за весь период?",19
4932,Добрый день! Как очистить  историю платежей и расходов?,19
4933,как очистить  расходы за месяц?,19
4934,как очистить  историю расходов,19
4935,как очистить  папалнения,19
4936,Как очистить  историю списаний раз и навсегда,19
4937,я хочу очистить  расходы,19
4938,как очистить  расходы,19
4939,как почистить детализацию звонков,19
4940,Как очистить  историю расходов ?,19
4941,Очистить историю расходов,19
4942,как очистить  историю сообшений ?,19
4943,Как очистить  историю расходов ?,19
4944,Как очистить  историю финансов ?,19
4945,как очистить  историю платежей,19
4946,Как очистить  историю расходов ?,19
4947,Можна ли очистить  детализацию,19
4948,Очистить детализацию,19
4949,Можно очистить расходы ?,19
4950,"Здравствуйте. Пришло сообщение о том что необходимо ввести персональные данные закон о связи. Но в личном кабинете пишет что операция недоступна для вашего номера, что мне делать?",111
4951,как очистить  список звонков,19
4952,как очистить  историю платежей и переводов,19
4953,Очистить Расходы,19
4954,Можно очистить  историю расходов ?,19
4955,Как очистить  расходы?,19
4956,как очистить  историю списания,19
4957,как очистить  историю расходов,19
4958,очистить  истории расходов,19
4959,Как очистить  детализация звонков ?,19
4960,"Как я могу сделать так чтобы человек не смог смотреть мою детализацию , который уже установил приложение с моим номером",19
4961,Удолить расход за 3 месяца ,19
4962,можно удалить один номер из детализации звонков ,19
4963,Как удалить детализацию ,19
4964,Отменить детализации звонков !!!! ,19
4965,можно ли удалить звонки с детализации,19
4966,Как удалить отчет о детализации звонков ?,19
4967,утилизация нужно удалить всё детализацию звонков сообщений за что было списаны деньги,19
4968,Как удалить запись из детализации,19
4969,можно ли удалить звонки с детализации,19
4970,как удалить все заказанные детализации,19
4971,как удалить все отчеты по детализации,19
4972,как отредактировать детализацию,19
4973,"мне нужно удалить вызов из детализаци , это можно сделать?",19
4974,как удалить все звонки из детализации ?,19
4975,как удалить куда звонил ,19
4976,Отменить детализацию ,19
4977,Можно скрыть историю платижей,19
4978,Можно отчистить Историю звонков ?,19
4979,Как-то чистить можно расходы?,19
4980,как личного кабинета убрать мои расходы,19
4981,мне эти мое как в личном кабинете моем убрать мои звонки и сообщения,19
4982,уберите в личном кабинете мои звонки,19
4983,как узнать делали ли у меня детализацию звонков ?,22
4984,"Здравствуйте ! Скажите пожалуйста , могли бы вы отправить мне детализация звонков с другого телефона ?",22
4985,как сделать детализацию чужого номера(моего ребенка)?,22
4986,Может ли посторонний человек заказать детализацию моих сообщений и звонкоа,22
4987,Добрый день! Скажите пожалуйста кто может сделать мою распечатку ?,22
4988,"Здравствуйте, могу ли заказать детализацию звонков на номер, закреплённый не за мной?",22
4989,На любой номер могу заказать детализацию ? Или только на свой номер?,22
4990,Может ли кто-то кроме меня заказать детализацию,22
4991,как получить детализацию по номеру 89263170170,22
4992,"Здравствуйте, как поставить запрет на заказ детализации ?",22
4993,симка оформлена на меня а пользуется сын как узнать историю звонков,22
4994,могу я заказать детализацию звонков на привязанный номер,22
4995,как заказать детализацию звонков на чужой номер,22
4996,"Добрый день, я могу получить детализацию номера который оформлен на меня 89371887997 ?",22
4997,Без моего ведомо делается детализация,22
4998,Может ли кто-то кроме меня заказать детализацию,22
4999,"Здравствуйте, как поставить запрет на заказ детализации ?""",22
5000,Добрый день! Скажите пожалуйста кто может сделать мою распечатку ?,22
5001,Может ли посторонний человек заказать детализацию моих сообщений и звонкоа,22
5002,кто кроме меня ещё может сделать детализацию моих звонков,22
5003,может ещё кто-то заказать мою детализацию ?,22
5004,я хочу запретить выгружать мою детализацию,22
5005,мне надо чтобы никто кроме меня не могу заказать её,22
5006,как сделать меня единственным владельцем детализации,22
5007,"сделайте так, чтобы только я мог заказать распечатку",22
5008,почему без меня кто-то заказл детализацию,22
5009,"я не хочу, чтобы кто-то ещё пользовался моей детализацией",22
5010,кто может взять деталицию моих звонков,22
5011,Кто-то получает детализацию моих звонков,22
5012,Может ли кто то кроме меня получить детализацию ?,22
5013,"Отказ от детализации Здравствуйте, может ли кто то кроме меня получить детализацию звонков не имея доступа к моему мобильному устройству?",22
5014,кто может получить детализацию моих звонков,22
5015,"Кто нибудь мог кроме меня запросит данную информацию? Здравствуйте,а можно узнать кто либо запрашивал мою историю звонков ?",22
5016,Как узнать заказывал ли кто детализацию по моему номеру?,22
5017,"кто то другой заказал мою детализацию , я хотела узнать, можно ли это увидеть когда это было?",22
5018,Почему кто то может делать детализацию моей сим карты с другого номера?,22
5019,"скажите, пожалуйста, может ли мегафон предоставить сведения о моих звонках третьим лицам, коллекторам, например?",22
5020,заблокировать детализацию звонков,22
5021,"доброгл дня, как можно узнать, когда последний раз заказывалась детализация номера ?",22
5022,кто может сделать детализацию звонков,22
5023,кто ещё получал кроме меня детализацию ?,22
5024,а другой абонент может заказать мою детализацию ?,22
5025,другие люди могут получить мою распечатку ?,22
5026,"как можно посмотреть, кто заказывал кроме меня детализацию ?",22
5027,вы выдаёте мою детализацию дргуим людям?,22
5028,я хочу установить запрет на выдачу моей детализации другому,22
5029,не высылайте мою распечатку звонков больше никому,22
5030,моя детализация никому больше не должна выдаваться,22
5031,моя ддетализация может отправляться только мне,22
5032,"Добрый день. С меня списываются деньги за заказ детализации , которую я не заказывала!",22
5033,"Пришло смс, что я заказывала детализацию услуг. Я не заказывала.",22
5034,С меня списали 100 руб за детализацию . Я ее не заказывала!,22
5035,"Добрый день. Сегодня ночью списались деньги за ""периодическую детализацию "". Я ее не заказывал, в подключенных услугах тоже ничего нет.",22
5036,"мне пришла информация, чтоя заказывала детализацию услуг. Я ее не заказывала.",22
5037,-Я НЕ ЗАКАЗЫВАЛА ДЕТАЛИЗАЦИЮ,22
5038,"что за разовая детализация , я не заказывал, с меня списали 100 рублей ",22
5039,"Здравствуйте, мне на почту пришла детализация , но я её не заказывал! ",22
5040,"Здравствуйте , мне пришло сообщение что сделана детализация счета , стоимость 1550 , я не заказывал никакой детализации , что это значит?",22
5041,Здравствуйте. С моего счета было списано 100 руб . за услугу Периодическая детализация счета . Я никакую детализацию не заказывала. За что списали деньги? И как этого избежать в будущем? Спасибо. ,22
5042,"Добрый день. Важно. Вчера мне на счёт мегафона посиупили деньги, 1600р. Я не пополнят баланс и никто не пополнят мне его из знакомых. Сегодня эти деньги пропали, ок, но тут же приходят смс что направлена мне заказанная мной детализация ! Которую я не заказывал! 2 смс подряд! Что происходит? ",22
5043,"Добрый день, на почту пришла выписка по моему номеру, которую не заказывала. Просьба пояснить, для чего?",22
5044,"Пришло смс на мой номер что я заказал детализацию звонков и списали со счета? 50 руб , я этого не делал и не заказывал",22
5045,обновляюсь регулярно. на этот номер детализацию не заказывал,22
5046,"здравствуйте. пришло смс от Мегафона """"Здравствуйте! Заказ на получение Вами детализации выполнен. Ваш МегаФон"""". я никакую детализацию не заказывал",22
5047,"Пришло смс на мой номер что я заказал детализацию звонков и списали со счета? 50 руб , я этого не делал и не заказывал",22
5048,"здравствуйте, почему сняли женьги за оазтввю детализацию , если я не заказывал ее",22
5049,я не заказывал данные услуги по детализации сегодня .,22
5050,"Добрый день. Сегодня ночью списались деньги за периодическую детализацию . Я ее не заказывал, в подключенных услугах тоже ничего нет.",22
5051,Я не заказывал детализацию,22
5052,"Я не заказывал детализацию , а с меня за это сняли деньги",22
5053,"Добрый день! Что за детализации мне приходят? Я ничего не заказывала, а у меня идет списание уже на 1600 рублей ? Что это?",22
5054,"Пришло смс, что я заказывала детализацию услуг. Я не заказывала.",22
5055,"мне пришла информация, чтоя заказывала детализацию услуг. Я ее не заказывала.",22
5056,"С меня сняли три раза по 1500 тысячи за детализацию , хотя я её не заказывал",22
5057,"Сегодня ночью с меня списали 100 рублей за детализацию счета , которую я не заказывал, объясните пожалуйста, почему это произошло",22
5058,"Доброе утро, с меня списали 100 руб за детализацию . Я её не заказывала, почему списали деньги ?",22
5059,"Добрый день. С меня списываются деньги за заказ детализации , которую я не заказывала!",22
5060,Добрый день. Как отключит детализацию счета ? И мне кажется я эту услугу не заказывал...,22
5061,Я не заказывал детализацию,22
5062,здравствуйте. пришло смс от Мегафона Здравствуйте! Заказ на получение Вами детализации выполнен. Ваш МегаФон. я никакую детализацию не заказывал,22
5063,я никакую детализацию по счета сегодня не заказывал!!!,22
5064,"Здравствуйте, с меня списали 100 руб за детализацию , которую я не заказывала",22
5065,"что за разовая детализация , я не заказывал, с меня списали 100 рублей",22
5066,Я не заказывала детализацию,22
5067,"Добрый день. У меня произошло списание за детализацию , которую я не заказывала",22
5068,"Здравствуйте, мне на почту пришла детализация , но я её не заказывал!",22
5069,"Причём тут проверить е-Майл. Я не заказывал никакой детализации , а в приложении указано списание и поступление",22
5070,"Добрый день. Уточните, почему у мен со счета 19.06.2021 были списаны деньги за заказ 2-ух детализаций , которые я не заказывал, а затем поступили на счёт деньги. Что происходит?",22
5071,у меня списались деньги за детализацию ? я детализацию не заказывал. У меня подключена не видимая платная услуга?,22
5072,Здравствуйте. Списали сегодня 100 руб за детализацию счета . Я не заказывала данную услугу.,22
5073,Здравствуйте. С моего счета было списано 100 руб . за услугуПериодическая детализация счета . Я никакую детализацию не заказывала. За что списали деньги? И как этого избежать в будущем? Спасибо.,22
5074,"Здравствуйте , мне пришло сообщение что сделана детализация счета , стоимость 1550 , я не заказывал никакой детализации , что это значит?",22
5075,"здравствуйте, что происходит? сегодня пришло сообщение о зачислении средств на счет, которые я не клал. теперь пришло уведомление о заказе детализации по счету, но я ничего не заказывал",22
5076,Мне пришло такое сообщение: «Здравствуйте! Заказ на получение Вами детализации выполнен. Ваш МегаФон» Но я не заказывал детализацию,22
5077,"Добрый день. Важно. Вчера мне на счёт мегафона посиупили деньги, 1600р . Я не пополнят баланс и никто не пополнят мне его из знакомых. Сегодня эти деньги пропали, ок, но тут же приходят смс что направлена мне заказанная мной детализация ! Которую я не заказывал! 2 смс подряд! Что происходит?",22
5078,"Произведено списание денежных средств за Периодическую детализацию расходов за период 01.04.2021 - 28.04.2021 , при этом смена пользователя произведена 22.04.2021 и детализацию я не заказывал. Как быть?",22
5079,как поставить запрет на детализация,22
5080,как сделать так чтобы моя детализация никому не отправлялось,22
5081,можно у меня приложение заблокировать чтобы нельзя сделать детализацию,22
5082,Как сделать запрет детализации через приложение,22
5083,запрет детализации,22
5084,как запретить детализацию,22
5085,Как запретить детализацию,22
5086,"Добрый день, на почту пришла выписка по моему номеру , которую не заказывала. Просьба пояснить, для чего? ",22
5087,"Здравствуйте, с меня списали 100 руб за детализацию , которую я не заказывала ",22
5088,Без моего ведомо делается детализация,22
5089,Может ли кто-то кроме меня заказать детализацию,22
5090,"Здравствуйте, как поставить запрет на заказ детализации ?""",22
5091,Добрый день! Скажите пожалуйста кто может сделать мою распечатку ?,22
5092,Может ли посторонний человек заказать детализацию моих сообщений и звонкоа,22
5093,"Здравствуйте, мою детализацию звонков может любой пользователь заказать? И как это можно заблокировать?",22
5094,Сможет ли кто-то постароний заказать детализацию смс и прочитать мои смс?,22
5095,отчет за март месяц ,26
5096,"Там можно получить детализацию по дням. а мне нужна по месяцам, чтобы увидеть как оазвивалась моя задолженность",26
5097,В детализации нет общего количества потраченных минут,26
5098,"Здравствуйте! Мне нужна СУММАРНО за каждый месяц апрель , май , июнь информация об истраченных минутах и ГБ. Скачала детализацию , но там только по дням, а мне нужно суммарно за месяц .",26
5099,добрый день. у вас есть возможность предоставить детализацию - сколько я трачу минут в месяц ?,26
5100,да Людмила добрый день добрый день мне узнать сколько минут я разговаривала за июль и за  Прервано абонентом через 0 сек.,26
5101,Сколько всего я выговорил минут за июнь ? ,26
5102,сколько было у меня потрачено минут в прошлом периоде абон платы? ,26
5103,"Здравствуйте, как посмотреть сколько я трачу на звонки: сколько составляют минуты входящие в тариф, сколько оплачиваются отдельно? С разбивкой по месяцам.",26
5104,Добрый день Прошу предоставить детализацию по месяцам,26
5105,"Мне нужна общая детализация за июль месяц, выраженная в часах и Гб",26
5106,Нужна детализация по месяцам,26
5107,Как мне посмотреть количество потраченных минут по месяцам,26
5108,"добрый день! где в приложении можно посмотреть статистику по месяцам? т.е. в каком месяце сколько минут проговорил, сколько смс отправил и сколько гб интернета потратил?",26
5109,Как я могу узнать сколько минут я расходую по месяцам,26
5110,как узнать итоговые расходы по месяцам .,26
5111,"Мне не нужен остаток, а динамика по месяцам",26
5112,"Дайте, пожалуйста, расход минут за последние 6 месяцев по месяцам.",26
5113,"здравствуйте, хочу посмотреть расход трафика по месяцам",26
5114,Мне нужна статистика по месяцам,26
5115,"Добрый день! Подскажите, пожалуйста, где я могу посмотреть труда минут по месяцам?",26
5116,Я спрашиваю детализацию по месяцам интернета,26
5117,по месяцам можно узнать накопления?,26
5118,Добрый день! Нужна детализация по потреблению интернет трафика в разрезе месяцев.,26
5119,Мне не остатки нужны. Статистика потребляемого инетя за этот год по месяцам,26
5120,как узнать количество минут на разговоры по месяцам ?,26
5121,интересует детализация по месяцам,26
5122,Назовите мне количество использованных минут по месяцам за три последних месяца,26
5123,нужен объем интернет трафика по месяцам за последние 6 месяцев,26
5124,"Где можно сказать детализацию с начала года по месяцам, минуты и мегабайты",26
5125,Детализация за несколько месяцев. С разбивкой по месяцам. Как это сделать?,26
5126,"Да,по месяцам в которых были списания",26
5127,"Добрый день. Можете ли Вы дать мне информацию о сумме расходов за год по месяцам и общую? Детализация не нужна, просто в формате июль 2020 - сумма, август 2020 - сумма....",26
5128,"Мне это известно мне нужна детализация , какое количество минут и смс я трачу в месяц за последние 6 месяцев",26
5129,"Как узнать какой объем трафика интернета был израсходован в мае , июне и июле ? Желательно с разбивкой по месяцам",26
5130,Статистика по месяцам! Не за текущий месяц ! Сколько минут я проговариваю!!! Каждый месяц! Минут!,26
5131,Узнать расход минут по месяцам,26
5132,"Перешел на Мегафон с отавлением номера оператора Билайн в связи с этим не могу заоегистрировать свой номер в личном кабинете , подскажите как быть?",63
5133,Как посмотреть расход минут по месяцам?,26
5134,здравствуйте. как узнать количетсво минут проговоренных в 2021 году по месяцам,26
5135,Выписка по месяцам,26
5136,Проверить подписки как и расчёску по месяцам,26
5137,распишите мне по месяцам списания денежных средств начиная с 21.05 и по весь период 3000 аукционных и 600 собственных средств и по какой период действует каждое списание.,26
5138,мне нужна детализация звонков за 7 - 8 лет назад за определенные месяцы,26
5139,"Данная детализация показывает какие звонки были совершены, а мне нужна общая количество минут за месяц",26
5140,Добрый день! Как посмотреть статистику потребления минут по месяцам?,26
5141,как посмотреть склько плтрачено мною минут и гигобайтов по месяцам с февраля по июнь ?,26
5142,"Где посмотреть сколько потрачено минут и гигобайтов по месяцам: за февраль , март , апрель , май , июнь 2021 года ?",26
5143,"Мне нужны не остатки ,а статистика по месяцам",26
5144,"Подскажите информацию по месяцам, сколько у меня тратится минут в месяц",26
5145,"Здравствуйте! Напишите, пожалуйста, столько ГБ я использовал за последний год , по месяцам.",26
5146,Как в приложении увидеть сколько всего минут я израсходовала за последние пол года по месяцам?,26
5147,"хочу знать сколько трачу трафик интернета в месяц... январь , февраля ,март , апрель ,май - опишите пожалуйста по месяцам",26
5148,где посмотреть средний расход по месяцам интернета?,26
5149,Просьба написать ✍️ именно по месяцам.,26
5150,Количество потраченных минут по месяцам,26
5151,подскажите пжл где можно просмотреть использование мобильного интернета по месяцам,26
5152,кол-во использованных минут по месяцам с декабря 2020 г .,26
5153,здравствуйте. мне нужна статистика использования минут за год по месяцам.,26
5154,мне нужна детализация общая за месяц,26
5155,"детализаци приходит по дням, мне же нужно по месяцам",26
5156,объем использованного тоафика по месяцам,26
5157,Могу я получить информацию сколько минут ежемесячно я расходовал с начала года по месяцам?,26
5158,Меня интересуют расходы по месяцам,26
5159,Расход трафика интернета по месяцам,26
5160,Как узнать сколько я трачу минут по месяцам?,26
5161,"Мне не нужна детализация , я хочу увидеть общую сумму расхода по тарифу за март месяц",26
5162,Здравствуйте! Как я могу посмотреть расход трафика интернета по месяцам?,26
5163,сделайте мне детаоизацию по месяцам,26
5164,"Пришлите, количество потраченных минут по тарифу за май ",26
5165,Как узнать сколько за месяц я трачу интернета,26
5166,"Добрый день! подскажите, пожалуйста, как можно уточнить расход минут по месяцам за последние 6 месяцев ?",26
5167,Меня интересует весь 2021 год в разбивке по месяцам,26
5168,Как узнать сколько выговорил минут в прошлых месецах,26
5169,по месяцам можно платежи на этот номер с июня по сентябрь,26
5170,Добрый вечер! Возможно получить информацию сколько я трачу минут в месяц за пол года ?,26
5171,Сколько минут я проговорилв августе ?,26
5172,Добрый вечер! Как узнать статистику по фактически израсходованным минутам на разговоры в разрезе каждого месяца за последний год?,26
5173,"общее количество потраченых минут в прошлом периоде,а не в этом",26
5174,деатализация звонков по месяцам,26
5175,"Доброй ночи, просьба предоставить информацию по количеству использованных минут в каждом месяце за последние 6 месяцев .",26
5176,Сколько минут я проговорил за последние 3 месяца ?,26
5177,С разбивкой по месяцам?,26
5178,"как узнать, сколько минут я выговорила с 20 августа по 20 сентября ?",26
5179,как мне посмотреть сколько потрачено у меня минут по месяцам!?,26
5180,как узнать статистику по расходам за Интернет в месяц в Гб?!,26
5181,"здравствуйте. мне нужна статистика по количеству использования мобильного трафика на номере 903 073 43 88 , Ефанов Иван Сергеевич.",26
5182,Сколько минут я израсходовал в августе,26
5183,Из детализации не понятно количество используемых минут в среднем за месяц. Есть у вас такие данные?,26
5184,Как узнать сколько я расходую интернера в месяц? По предыдущим месяцам,26
5185,"Добрый день недавно ну пусть 2 недели назад у меня была списана плата по тарифу,каким образом 511 минут использовано за это время ,почему не обновилось ничего,как посмотреть по минутам в какие дни сколько использовано ,за 2 недели ,это грубо говоря я не могла столько использовать минут",26
5186,здравствуйте! узнать сколько минут потрачено в прошлом периоде,26
5187,"Как я могу узнать количество потраченных минут и Гб за прошлые месяцы (июнь , июль , август )?",26
5188,Добрый день. Подскажите возможно ли узнать сколько гб интернета у меня было израсходовано по месяцам?,26
5189,"Здравствуйте! Мне нужна Информация о количестве гигабайт, которыми я воспользовалась по месяцам , начиная с 1 мая",26
5190,"Добрый день. Хочу посмотреть статистику, сколько минут я каждый месяц трачу на исходящие звонки. Как это можно сделать?",26
5191,"Добрый день! Подскажите, как могу посмотреть, сколько гб интернета трачу по месяцам?",26
5192,Сколько минут я наговорил в августе,26
5193,"Здравствуйте, я хочу узнать статистику за последнии 3 месяца , сколько минут я проговорил, сколько смс отправил, сколько гигабайт скачал. по месяцам. кпк я могу это узнать?",26
5194,Здравствуйте! Подскажите за последние 6 месяцев сколько минут я трачу в месяц из 1500 минут?,26
5195,Меня интересует сколько Я за август потратила гигабайт интернета. Что- то мне в личном кабинете не посмотреть,26
5196,есть вопрос расход интернета за месяц,26
5197,как посмотреть сколько минут и гб было потрачено за прошлый месяц,26
5198,"Здравствуйте, как посмотреть, сколько минут я потратил в прошлом месяце ?",26
5199,"Как посмотреть расход минут, смс и трафика интернет за каждый месяц этого года ?",26
5200,сколько минут в месяц я трачу как посмотреть,26
5201,Где посмотреть расходование минут ежемесячно за текущий год ?,26
5202,"как посмотреть количество трафика, смс и минут используемых мною ежемесяно",26
5203,"Как посмотреть, сколько минут я расходовала за предыдущие месяцы?",26
5204,Где посмотреть сколько минут и гб я потратил в предыдущем месяце,26
5205,"Добрый вечер! Как посмотреть сколько я потратил минут, в прошлых месяцах по своему тарифному плану.",26
5206,добрый вечер как посмотреть расход трафика интернет за июль ?,26
5207,"Добрый день. Подскажите, как посмотреть сколько минут израсходовано было за июнь , июль ?",26
5208,Добрый день. Подскажите где посмотреть сколько я минут в месяц трачу?,26
5209,"мне нужно СУММАРНО за месяц , а не по дням",26
5210,Сколько бесплатных минут потрачено на звонки в июне,26
5211,я хотела бы узнать расход интернета в месяц,26
5212,прошу предоставить детализацию интернет трафика за ноябрь месяц 2021 года .,26
5213,Добрый день. Уточните расход интернета за прошедший месяц . Не понимаб за что списано 100 рублей . За какой доп.пакет интернета .,26
5214,Мне нужно знать какой был расход интернет трафика за январь,26
